dr_id,question_1,question_2,label,question_1_length,question_2_length,processed_question_1,processed_question_2
7,In an attempt to diagnose illness I have had 7 CT scans in 2 years . Because of new upper abdominal right side pain dr ordered hyda scan. Should i be concerned about  the radiation?,"CT scan was done 7 times in last 2 years to diagnose a medical condition. My doctor ordered HYDA scan to evaluate right upper abdomen pain, that I have for last 1 week. Should I be worried about the radiation exposure?",1,181,218,attempt diagnose illness 7 ct scan 2 year new upper abdominal right side pain dr order hyda scan concern radiation,ct scan do 7 time last 2 year diagnose medical condition doctor order hyda scan evaluate right upper abdomen pain last 1 week worry radiation exposure
7,In an attempt to diagnose illness I have had 7 CT scans in 2 years . Because of new upper abdominal right side pain dr ordered hyda scan. Should i be concerned about  the radiation?,I have headache for last 2 weeks. I had CT scan done 7 times and one HIDA scan in last 2 years but I have been fine for last 6 months. I am healthy otherwise and I never had headache in the past. I think my headache is due to the radiation exposure. What should I do? Do you think there is a permanent damage due to the radiation?,0,181,330,attempt diagnose illness 7 ct scan 2 year new upper abdominal right side pain dr order hyda scan concern radiation,headache last 2 week ct scan do 7 time one hida scan last 2 year fine last 6 month healthy otherwise never headache past think headache due radiation exposure think permanent damage due radiation
7,In the middle of my chest under my breast bone it fells wierd I cant explain it?,I have discomfort in the middle of chest under my breast bone. My diet has been a little off lately. What do you think could be the cause?,1,80,138,middle chest breast bone fell wierd can nt explain,discomfort middle chest breast bone diet little lately think could cause
7,In the middle of my chest under my breast bone it fells wierd I cant explain it?,"My mom has been experiencing discomfort, weird feeling in the middle of chest under her breast bone, she could not describe it more. Her breathing is fine. She has acid reflux but not lately. She has been stressed a lot. Should we take her to her doctor? What can she do for relief in the meanwhile?",0,80,299,middle chest breast bone fell wierd can nt explain,mom experience discomfort weird feeling middle chest breast bone could describe breathe fine acid reflux lately stress lot take doctor relief meanwhile
7,Irregular periods been taking fertility pills. 23days late and having symptoms of pregnancy but negative test what should I do?,I have been trying to conceive for a while and I have been taking fertility pills regularly for last 2 months. My cycles are usually irregular and I missed my period by 23 days. I notice a few signs of pregnancy but my urine pregnancy test came back negative today. What should I do now?,1,127,287,irregular period take fertility pill 23day late symptom pregnancy negative test,try conceive take fertility pill regularly last 2 month cycle usually irregular miss period 23 day notice sign pregnancy urine pregnancy test come back negative today
7,Irregular periods been taking fertility pills. 23days late and having symptoms of pregnancy but negative test what should I do?,"We have been trying to conceive for last 1 year. My wife's cycles are irregular, she misses her period and experiences signs of pregnancy but pregnancy test always comes back negative. We got tested recently, all came back normal. Wondering if she should start taking fertility pills. What do you think?",0,127,303,irregular period take fertility pill 23day late symptom pregnancy negative test,try conceive last 1 year wife cycle irregular miss period experience sign pregnancy pregnancy test always come back negative get test recently come back normal wonder start take fertility pill think
7,Is it normal to have bleeding after a colonoscopy that's not related to a bowel movement?,I got a colonoscopy done a couple of days ago and I noticed bleeding from my anal region today when I was not passing stools. Is this considered normal and expected after a colonoscopy procedure?,1,89,195,normal bleed colonoscopy relate bowel movement,get colonoscopy do couple day ago notice bleed anal region today pass stool consider normal expect colonoscopy procedure
7,Is it normal to have bleeding after a colonoscopy that's not related to a bowel movement?,I noticed bleeding from my anal region irrespective of bowel movement and I am worried I have hemorrhoids/colon cancer. Should I request my doctor for a proctoscopy and a colonoscopy?,0,89,183,normal bleed colonoscopy relate bowel movement,notice bleed anal region irrespective bowel movement worry cancer request doctor proctoscopy colonoscopy
7,Is it possible for a sciatica pain to be in the top of my thighs?,"I have sciatica but recently, I have been experiencing pain at the upper aspect of my thighs. Is it due to sciatica?",1,65,116,possible sciatica pain top thigh,sciatica recently experience pain upper aspect thigh due sciatica
7,Is it possible for a sciatica pain to be in the top of my thighs?,"My sister has sciatica. She started experiencing pain at the upper aspect of her thighs last night. She has been working out vigorously and lifting heavy weights lately. Is this muscle strain going to affect her sciatica, bulged disc? Also, what should she do for relief?",0,65,271,possible sciatica pain top thigh,sister sciatica started experience pain upper aspect thigh last night work vigorously lift heavy weight lately muscle strain go affect sciatica bulge disc also relief
7,Is it possible to drink antidepressants for the whole life and to be in good health?,"Can I take antidepressant medications every day for the rest of my life without side effects, complications?",1,84,108,possible drink antidepressant whole life good health,take antidepressant medication every day rest life without side effect complication
7,Is it possible to drink antidepressants for the whole life and to be in good health?,I have been diagnosed with depression recently and I have been prescribed antidepressant medications. Should I take these medications for the rest of my life?,0,84,158,possible drink antidepressant whole life good health,diagnose depression recently prescribe antidepressant medication take medication rest life
